SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EMOFSR1RGG, MF, 28-Mar-2019, 7.47, 7.22, 7.31, 7.21, 7.31, 7.31, 7.25, 16985, 1.23, 13, 16985, 100.00
ENDURANCE, EQ, 28-Mar-2019, 1150.40, 1150.00, 1158.00, 1146.30, 1149.35, 1148.45, 1150.36, 89097, 1024.94, 12637, 74179, 83.26
ENERGYDEV, EQ, 28-Mar-2019, 7.05, 7.30, 7.30, 6.35, 6.85, 6.80, 6.56, 358983, 23.55, 754, 204029, 56.84
ENGINERSIN, EQ, 28-Mar-2019, 116.45, 117.00, 117.15, 115.05, 115.80, 115.60, 115.93, 1877028, 2176.00, 20457, 822139, 43.80
ENIL, EQ, 28-Mar-2019, 514.95, 508.05, 527.80, 505.05, 527.80, 524.95, 523.19, 4396, 23.00, 321, 2692, 61.24
EON, EQ, 28-Mar-2019, 38.95, 38.80, 39.75, 38.55, 39.25, 39.20, 39.19, 13746, 5.39, 276, 6905, 50.23
EQ30, EQ, 28-Mar-2019, 297.88, 300.00, 306.00, 283.16, 306.00, 304.84, 295.20, 175, 0.52, 26, 45, 25.71
EQUITAS, EQ, 28-Mar-2019, 134.25, 134.75, 136.20, 133.85, 136.00, 135.70, 135.41, 2709122, 3668.36, 10571, 1387843, 51.23
ERFLNCDI, N1, 28-Mar-2019, 945.00, 949.90, 949.90, 949.90, 949.90, 949.90, 949.90, 50, 0.47, 1, 50, 100.00
ERFLNCDI, N3, 28-Mar-2019, 880.00, 862.00, 866.00, 862.00, 866.00, 866.00, 864.00, 2, 0.02, 2, 0, 0.00
ERFLNCDI, N4, 28-Mar-2019, 925.00, 910.00, 910.00, 910.00, 910.00, 910.00, 910.00, 25, 0.23, 1, 25, 100.00
ERIS, EQ, 28-Mar-2019, 639.75, 627.15, 643.15, 627.15, 640.00, 639.85, 638.84, 16731, 106.88, 1642, 13859, 82.83
EROSMEDIA, EQ, 28-Mar-2019, 77.85, 77.90, 79.65, 77.90, 78.75, 78.85, 78.88, 292193, 230.48, 3668, 139097, 47.60
ESABINDIA, EQ, 28-Mar-2019, 944.25, 930.00, 940.90, 911.30, 920.00, 930.55, 932.77, 5695, 53.12, 683, 3449, 60.56
ESCORTS, EQ, 28-Mar-2019, 819.05, 815.00, 819.80, 790.00, 795.90, 792.45, 800.49, 2510900, 20099.49, 70030, 664757, 26.47
ESSARSHPNG, EQ, 28-Mar-2019, 10.35, 10.25, 10.80, 10.25, 10.30, 10.30, 10.38, 11161, 1.16, 69, 9569, 85.74
ESSDEE, EQ, 28-Mar-2019, 16.15, 16.00, 16.70, 15.55, 16.70, 16.35, 16.04, 22955, 3.68, 94, 11937, 52.00
ESSELPACK, EQ, 28-Mar-2019, 115.05, 116.70, 116.70, 111.70, 113.90, 114.05, 114.06, 55716, 63.55, 644, 32491, 58.32
ESTER, EQ, 28-Mar-2019, 33.25, 33.45, 35.00, 33.40, 34.75, 34.70, 34.39, 58555, 20.14, 424, 50164, 85.67
EUROCERA, BE, 28-Mar-2019, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 272, 0.00, 5, -, -
EUROMULTI, BE, 28-Mar-2019, 0.65, 0.65, 0.70, 0.60, 0.70, 0.70, 0.65, 4165, 0.03, 7, -, -
EUROTEXIND, EQ, 28-Mar-2019, 17.80, 16.95, 18.40, 16.95, 18.25, 18.25, 17.15, 2645, 0.45, 10, 2645, 100.00
EVEREADY, EQ, 28-Mar-2019, 194.30, 195.00, 198.80, 191.90, 195.25, 194.60, 195.20, 414502, 809.10, 5433, 236568, 57.07
EVERESTIND, EQ, 28-Mar-2019, 458.50, 465.00, 465.00, 456.65, 463.00, 460.80, 460.89, 9310, 42.91, 539, 5684, 61.05
EXCEL, EQ, 28-Mar-2019, 1.35, 1.30, 1.40, 1.30, 1.40, 1.40, 1.32, 238507, 3.14, 105, 229996, 96.43
EXCELCROP, EQ, 28-Mar-2019, 3606.05, 3617.15, 3644.00, 3593.00, 3593.00, 3606.85, 3617.85, 1903, 68.85, 293, 1342, 70.52
EXCELINDUS, EQ, 28-Mar-2019, 1148.85, 1143.00, 1174.00, 1140.00, 1144.00, 1145.15, 1153.41, 8385, 96.71, 928, 5754, 68.62
EXIDEIND, EQ, 28-Mar-2019, 226.35, 226.00, 228.60, 220.00, 221.00, 220.90, 222.82, 3897132, 8683.60, 38802, 2244130, 57.58
FACT, EQ, 28-Mar-2019, 35.85, 37.00, 37.75, 36.80, 37.25, 37.20, 37.17, 160708, 59.73, 1552, 62197, 38.70
FAIRCHEM, EQ, 28-Mar-2019, 442.90, 444.95, 464.45, 442.85, 463.90, 462.05, 455.43, 9385, 42.74, 438, 6305, 67.18
FCL, EQ, 28-Mar-2019, 41.20, 41.20, 41.95, 40.65, 40.90, 40.95, 41.34, 161270, 66.68, 1161, 73089, 45.32
FCONSUMER, EQ, 28-Mar-2019, 44.85, 45.00, 45.65, 44.60, 44.80, 44.90, 45.07, 854237, 385.02, 3275, 463737, 54.29
FCSSOFT, BE, 28-Mar-2019, 0.20, 0.25, 0.25, 0.20, 0.25, 0.25, 0.21, 683286, 1.45, 159, -, -
FDC, EQ, 28-Mar-2019, 167.95, 169.60, 174.45, 161.60, 166.40, 165.55, 168.85, 198509, 335.19, 2441, 69053, 34.79
FEDERALBNK, EQ, 28-Mar-2019, 91.80, 92.00, 94.30, 91.30, 93.95, 93.65, 92.72, 14408292, 13359.69, 44826, 5146578, 35.72
FEL, EQ, 28-Mar-2019, 37.55, 37.70, 38.80, 37.15, 38.05, 38.00, 38.02, 580620, 220.73, 3222, 254094, 43.76
FELDVR, EQ, 28-Mar-2019, 36.35, 37.95, 37.95, 36.20, 36.40, 36.30, 36.71, 5941, 2.18, 62, 4051, 68.19
FELIX, SM, 28-Mar-2019, 18.00, 18.00, 18.00, 18.00, 18.00, 18.00, 18.00, 4000, 0.72, 1, 4000, 100.00
FIEMIND, EQ, 28-Mar-2019, 508.15, 510.25, 520.00, 507.00, 511.00, 514.55, 512.84, 38820, 199.08, 2483, 25761, 66.36
FILATEX, EQ, 28-Mar-2019, 47.10, 47.80, 47.95, 46.65, 47.00, 46.80, 47.30, 386992, 183.05, 1878, 177455, 45.85
FINCABLES, EQ, 28-Mar-2019, 492.95, 490.05, 492.00, 481.00, 482.15, 482.85, 486.54, 24861, 120.96, 1652, 13304, 53.51
FINEORG, EQ, 28-Mar-2019, 1267.80, 1265.00, 1290.00, 1262.00, 1263.00, 1268.00, 1274.83, 1828, 23.30, 314, 936, 51.20
FINPIPE, EQ, 28-Mar-2019, 491.45, 496.40, 500.00, 488.00, 499.50, 498.15, 496.80, 11154, 55.41, 4067, 6940, 62.22
FIVECORE, SM, 28-Mar-2019, 48.45, 43.65, 44.85, 43.65, 43.65, 43.65, 43.78, 51000, 22.33, 33, 43000, 84.31
FLEXITUFF, EQ, 28-Mar-2019, 41.10, 41.50, 43.15, 41.30, 43.15, 43.15, 42.65, 5426, 2.31, 146, 4480, 82.57
FLFL, EQ, 28-Mar-2019, 480.35, 480.00, 486.70, 477.65, 485.95, 485.00, 483.59, 261780, 1265.93, 3221, 231677, 88.50
FMGOETZE, EQ, 28-Mar-2019, 558.15, 560.60, 572.20, 559.20, 560.05, 562.05, 563.42, 33170, 186.89, 2898, 21143, 63.74
FMNL, BE, 28-Mar-2019, 42.30, 41.05, 44.40, 41.05, 43.20, 43.25, 43.56, 3597, 1.57, 39, -, -
FORTIS, EQ, 28-Mar-2019, 137.45, 137.40, 138.85, 135.80, 136.20, 136.60, 137.28, 388808, 533.74, 4101, 161224, 41.47
FOSECOIND, EQ, 28-Mar-2019, 1370.15, 1371.50, 1374.00, 1356.00, 1365.00, 1369.65, 1367.83, 199, 2.72, 92, 128, 64.32
FOURTHDIM, SM, 28-Mar-2019, 27.95, 27.00, 27.00, 27.00, 27.00, 27.00, 27.00, 1000, 0.27, 1, 1000, 100.00
FRETAIL, EQ, 28-Mar-2019, 464.25, 467.95, 467.95, 450.50, 455.15, 455.10, 456.39, 442499, 2019.51, 9400, 225931, 51.06
FSC, EQ, 28-Mar-2019, 585.55, 585.55, 605.95, 580.00, 580.00, 581.05, 591.97, 14121, 83.59, 916, 4935, 34.95
FSL, EQ, 28-Mar-2019, 48.30, 48.30, 49.40, 47.60, 47.70, 47.80, 48.51, 1570684, 761.95, 5859, 675783, 43.02
GABRIEL, EQ, 28-Mar-2019, 144.05, 142.70, 146.20, 142.05, 145.00, 144.85, 143.62, 56999, 81.86, 1172, 35884, 62.96
GAEL, EQ, 28-Mar-2019, 220.00, 220.90, 225.80, 217.00, 220.20, 217.65, 221.56, 65598, 145.34, 1605, 45264, 69.00
GAIL, EQ, 28-Mar-2019, 355.85, 354.55, 363.00, 354.30, 358.00, 358.30, 359.15, 4661285, 16741.11, 86599, 2781251, 59.67
GAL, EQ, 28-Mar-2019, 4.90, 4.80, 4.95, 4.70, 4.70, 4.75, 4.79, 62260, 2.98, 146, 29285, 47.04
GALAXYSURF, EQ, 28-Mar-2019, 1053.70, 1053.10, 1070.00, 1044.90, 1061.00, 1064.60, 1059.82, 6733, 71.36, 1317, 5772, 85.73
GALLANTT, EQ, 28-Mar-2019, 48.60, 48.05, 49.90, 48.05, 48.60, 48.85, 48.85, 3246, 1.59, 83, 2449, 75.45
GALLISPAT, EQ, 28-Mar-2019, 29.30, 29.40, 30.90, 29.40, 30.70, 30.55, 30.24, 19465, 5.89, 126, 15120, 77.68
GAMMNINFRA, EQ, 28-Mar-2019, 0.60, 0.65, 0.65, 0.60, 0.60, 0.60, 0.62, 449332, 2.78, 188, 414138, 92.17
GANDHITUBE, EQ, 28-Mar-2019, 355.25, 351.05, 356.40, 350.00, 354.00, 353.15, 351.74, 4206, 14.79, 93, 2663, 63.31
GANECOS, EQ, 28-Mar-2019, 267.90, 270.70, 295.00, 270.70, 294.80, 292.40, 283.57, 64684, 183.42, 1456, 21457, 33.17
GANESHHOUC, EQ, 28-Mar-2019, 57.95, 59.10, 59.95, 58.50, 59.90, 58.75, 59.15, 38058, 22.51, 422, 19985, 52.51
GANGAFORGE, SM, 28-Mar-2019, 21.60, 21.50, 21.70, 21.40, 21.70, 21.70, 21.53, 24000, 5.17, 3, 24000, 100.00
GANGESSECU, EQ, 28-Mar-2019, 45.30, 45.30, 47.40, 44.65, 44.65, 44.75, 45.18, 2328, 1.05, 11, 1044, 44.85
GANGOTRI, BZ, 28-Mar-2019, 1.40, 1.45, 1.45, 1.35, 1.45, 1.35, 1.36, 16170, 0.22, 39, -, -
GARDENSILK, EQ, 28-Mar-2019, 19.95, 19.95, 20.70, 19.90, 20.20, 20.10, 20.32, 21509, 4.37, 157, 12541, 58.31
GARFIBRES, EQ, 28-Mar-2019, 1100.45, 1100.00, 1148.00, 1080.00, 1145.00, 1115.05, 1098.19, 3935, 43.21, 563, 3015, 76.62
GATI, EQ, 28-Mar-2019, 87.25, 86.95, 89.70, 85.70, 87.90, 88.20, 88.48, 1035181, 915.89, 5896, 391303, 37.80
GAYAHWS, EQ, 28-Mar-2019, 0.85, 0.80, 0.90, 0.80, 0.90, 0.85, 0.87, 91141, 0.79, 33, 88441, 97.04
GAYAPROJ, EQ, 28-Mar-2019, 153.75, 155.00, 163.90, 151.45, 161.95, 161.45, 159.29, 44338, 70.63, 953, 26303, 59.32
GDL, EQ, 28-Mar-2019, 125.10, 126.40, 129.90, 125.35, 129.00, 128.55, 127.85, 60842, 77.78, 1257, 44630, 73.35
GEECEE, EQ, 28-Mar-2019, 121.35, 122.95, 124.00, 121.65, 122.10, 122.15, 122.63, 5732, 7.03, 59, 5091, 88.82
GEMINI, BZ, 28-Mar-2019, 0.20, 0.20, 0.25, 0.15, 0.20, 0.20, 0.20, 195974, 0.40, 41, -, -
GENESYS, EQ, 28-Mar-2019, 100.10, 102.00, 104.90, 98.00, 98.05, 98.40, 100.01, 30784, 30.79, 862, 14201, 46.13
GENUSPAPER, EQ, 28-Mar-2019, 7.30, 7.60, 7.60, 7.25, 7.40, 7.30, 7.35, 45864, 3.37, 134, 38822, 84.65
GENUSPOWER, EQ, 28-Mar-2019, 29.35, 29.50, 29.70, 28.55, 29.40, 28.95, 29.06, 405186, 117.73, 1968, 247009, 60.96
GEOJITFSL, EQ, 28-Mar-2019, 40.10, 40.50, 40.80, 39.55, 39.90, 40.00, 40.14, 375083, 150.55, 2116, 263475, 70.24
GEPIL, EQ, 28-Mar-2019, 813.70, 819.50, 819.50, 788.00, 801.25, 802.40, 796.91, 20447, 162.94, 1052, 12831, 62.75
GESHIP, EQ, 28-Mar-2019, 281.15, 280.20, 285.60, 280.20, 284.10, 284.35, 283.72, 24949, 70.79, 1343, 20856, 83.59
GET&D, EQ, 28-Mar-2019, 264.05, 265.00, 277.40, 264.90, 271.05, 273.60, 270.68, 92483, 250.33, 8193, 56791, 61.41
GHCL, EQ, 28-Mar-2019, 243.90, 246.70, 246.85, 241.00, 242.45, 242.05, 244.36, 58968, 144.10, 1904, 14714, 24.95
GICHSGFIN, EQ, 28-Mar-2019, 273.50, 275.90, 279.00, 266.40, 271.30, 272.45, 273.88, 154318, 422.64, 3805, 50866, 32.96
GICRE, EQ, 28-Mar-2019, 240.25, 244.40, 245.00, 236.80, 238.80, 238.70, 241.08, 80655, 194.45, 2962, 49648, 61.56
GILLANDERS, EQ, 28-Mar-2019, 47.15, 47.70, 48.85, 47.00, 47.80, 47.80, 47.86, 2271, 1.09, 29, 1921, 84.59
GILLETTE, EQ, 28-Mar-2019, 6507.50, 6507.00, 6650.00, 6486.35, 6600.00, 6606.85, 6581.19, 4061, 267.26, 1296, 3094, 76.19
GINNIFILA, EQ, 28-Mar-2019, 13.05, 13.20, 13.45, 13.00, 13.45, 13.35, 13.23, 38219, 5.06, 134, 30540, 79.91
GIPCL, EQ, 28-Mar-2019, 69.05, 69.05, 69.90, 68.60, 68.95, 68.95, 69.02, 422779, 291.81, 1074, 387881, 91.75
GKWLIMITED, EQ, 28-Mar-2019, 804.00, 790.05, 796.35, 782.05, 793.00, 794.30, 794.76, 1058, 8.41, 22, 1040, 98.30
GLAXO, EQ, 28-Mar-2019, 1298.95, 1296.10, 1300.00, 1290.80, 1295.05, 1296.55, 1297.41, 13448, 174.48, 2382, 6919, 51.45
GLENMARK, EQ, 28-Mar-2019, 641.25, 645.00, 651.00, 637.55, 650.45, 650.30, 648.29, 471259, 3055.11, 14264, 223210, 47.36
GLOBALVECT, EQ, 28-Mar-2019, 69.35, 68.95, 72.00, 68.10, 70.65, 69.95, 70.45, 8891, 6.26, 153, 2790, 31.38
GLOBOFFS, EQ, 28-Mar-2019, 11.70, 11.90, 11.90, 11.50, 11.50, 11.55, 11.57, 5713, 0.66, 62, 4973, 87.05
GLOBUSSPR, EQ, 28-Mar-2019, 134.85, 134.55, 139.05, 134.55, 138.45, 138.05, 137.25, 33788, 46.37, 693, 18872, 55.85
GMBREW, EQ, 28-Mar-2019, 641.45, 646.25, 669.00, 646.25, 656.90, 654.60, 657.88, 52947, 348.33, 2342, 24837, 46.91
GMDCLTD, EQ, 28-Mar-2019, 81.20, 81.65, 82.00, 80.85, 81.20, 81.30, 81.43, 123569, 100.62, 1743, 91708, 74.22
GMMPFAUDLR, EQ, 28-Mar-2019, 1201.35, 1202.05, 1210.00, 1178.00, 1180.00, 1184.00, 1190.09, 1160, 13.81, 197, 970, 83.62
GMRINFRA, EQ, 28-Mar-2019, 19.50, 19.70, 20.45, 19.40, 20.10, 20.00, 19.85, 53479398, 10618.12, 35857, 12507303, 23.39
GNA, EQ, 28-Mar-2019, 327.50, 329.40, 332.50, 328.00, 329.30, 329.55, 330.55, 17517, 57.90, 658, 9433, 53.85
GNFC, EQ, 28-Mar-2019, 303.95, 306.75, 313.70, 306.30, 313.05, 313.15, 310.73, 412513, 1281.81, 17795, 181922, 44.10
GOACARBON, EQ, 28-Mar-2019, 439.65, 445.00, 477.70, 431.00, 468.70, 468.10, 464.89, 255075, 1185.82, 9521, 46611, 18.27
GOCLCORP, EQ, 28-Mar-2019, 301.75, 305.05, 306.70, 296.00, 296.55, 303.15, 304.23, 5830, 17.74, 120, 5606, 96.16
GODFRYPHLP, EQ, 28-Mar-2019, 1122.00, 1130.00, 1144.05, 1119.10, 1132.60, 1136.45, 1136.44, 249119, 2831.08, 6496, 40054, 16.08
GODREJAGRO, EQ, 28-Mar-2019, 509.05, 512.00, 518.00, 506.00, 506.05, 509.20, 511.22, 89696, 458.54, 5632, 37873, 42.22
GODREJCP, EQ, 28-Mar-2019, 690.10, 693.00, 697.75, 690.00, 694.00, 693.50, 693.72, 1003439, 6961.10, 27580, 706814, 70.44
GODREJIND, EQ, 28-Mar-2019, 542.50, 544.60, 545.90, 533.35, 536.20, 536.50, 538.52, 285059, 1535.10, 8979, 118916, 41.72
GODREJPROP, EQ, 28-Mar-2019, 855.40, 862.40, 885.00, 857.70, 868.50, 867.90, 872.71, 585307, 5108.04, 23723, 122594, 20.95
GOENKA, BZ, 28-Mar-2019, 0.30, 0.30, 0.35, 0.30, 0.30, 0.35, 0.34, 37576, 0.13, 23, -, -
GOKEX, EQ, 28-Mar-2019, 92.30, 93.70, 95.00, 91.35, 92.55, 93.70, 93.42, 107411, 100.35, 807, 72101, 67.13
GOKUL, BE, 28-Mar-2019, 8.55, 8.55, 8.85, 8.25, 8.55, 8.55, 8.59, 10669, 0.92, 28, -, -
GOKULAGRO, BE, 28-Mar-2019, 11.50, 11.55, 11.70, 11.30, 11.65, 11.30, 11.52, 5801, 0.67, 23, -, -
GOLDBEES, EQ, 28-Mar-2019, 2838.20, 2833.85, 2838.00, 2818.00, 2821.00, 2825.15, 2830.89, 10052, 284.56, 1004, 4005, 39.84
GOLDENTOBC, BE, 28-Mar-2019, 41.00, 41.50, 43.00, 39.00, 43.00, 43.00, 41.92, 5749, 2.41, 42, -, -
GOLDIAM, EQ, 28-Mar-2019, 72.70, 72.10, 75.90, 72.05, 75.60, 75.70, 74.29, 27319, 20.29, 405, 18990, 69.51
GOLDSHARE, EQ, 28-Mar-2019, 2856.80, 2852.00, 2859.00, 2841.00, 2841.00, 2847.20, 2852.94, 346, 9.87, 84, 209, 60.40
GOLDTECH, EQ, 28-Mar-2019, 12.30, 12.55, 12.70, 12.20, 12.55, 12.50, 12.51, 15680, 1.96, 99, 9295, 59.28
GOODLUCK, EQ, 28-Mar-2019, 63.95, 64.25, 66.20, 64.00, 64.35, 64.55, 65.27, 43910, 28.66, 432, 31182, 71.01
GPIL, EQ, 28-Mar-2019, 236.00, 240.00, 244.70, 230.95, 233.05, 232.65, 237.23, 87957, 208.66, 2328, 40603, 46.16
GPPL, EQ, 28-Mar-2019, 100.70, 102.00, 102.00, 100.00, 100.45, 100.30, 100.66, 1129761, 1137.21, 1226, 1036267, 91.72
GPTINFRA, EQ, 28-Mar-2019, 48.45, 48.25, 50.85, 48.25, 50.00, 50.00, 50.38, 910, 0.46, 13, 704, 77.36
GRANULES, EQ, 28-Mar-2019, 117.55, 117.65, 119.85, 114.75, 115.00, 116.65, 117.26, 1360016, 1594.76, 6892, 399877, 29.40
GRAPHITE, EQ, 28-Mar-2019, 417.40, 420.00, 458.00, 417.45, 445.20, 444.25, 442.52, 3762403, 16649.31, 81496, 651893, 17.33
GRASIM, EQ, 28-Mar-2019, 828.60, 828.60, 841.45, 823.70, 833.50, 830.15, 832.20, 1010951, 8413.16, 25474, 353055, 34.92
GRAVITA, EQ, 28-Mar-2019, 81.85, 82.60, 83.00, 80.75, 82.00, 82.00, 81.88, 37638, 30.82, 734, 21834, 58.01
GREAVESCOT, EQ, 28-Mar-2019, 142.00, 142.00, 143.90, 139.85, 141.05, 141.30, 141.73, 215326, 305.18, 6086, 130540, 60.62
GREENLAM, EQ, 28-Mar-2019, 899.25, 882.55, 918.00, 882.55, 918.00, 908.35, 898.34, 948, 8.52, 193, 657, 69.30
GREENPLY, EQ, 28-Mar-2019, 154.20, 154.50, 155.60, 150.00, 150.80, 151.65, 152.81, 221497, 338.47, 4133, 167545, 75.64
GREENPOWER, BE, 28-Mar-2019, 4.35, 4.20, 4.45, 4.15, 4.20, 4.30, 4.26, 150345, 6.40, 263, -, -
GRINDWELL, EQ, 28-Mar-2019, 585.95, 594.65, 594.65, 580.35, 584.00, 584.85, 588.04, 7329, 43.10, 562, 5034, 68.69
GROBTEA, EQ, 28-Mar-2019, 401.50, 410.90, 421.00, 383.50, 385.00, 398.90, 404.90, 1042, 4.22, 146, 656, 62.96
GRPLTD, EQ, 28-Mar-2019, 1135.00, 1139.95, 1140.00, 1110.00, 1140.00, 1131.35, 1121.18, 150, 1.68, 28, 102, 68.00
GRSE, EQ, 28-Mar-2019, 95.15, 97.00, 102.75, 96.00, 100.00, 98.50, 98.70, 40823, 40.29, 1406, 14384, 35.24
GRUH, EQ, 28-Mar-2019, 269.05, 272.20, 275.50, 259.60, 271.90, 273.00, 262.16, 10472682, 27454.83, 35829, 8543919, 81.58
GSCLCEMENT, EQ, 28-Mar-2019, 21.50, 21.60, 21.85, 21.20, 21.60, 21.45, 21.49, 15208, 3.27, 129, 11193, 73.60
GSFC, EQ, 28-Mar-2019, 99.40, 100.70, 103.75, 100.70, 102.30, 102.20, 102.31, 2145564, 2195.13, 12249, 375094, 17.48
GSKCONS, EQ, 28-Mar-2019, 6953.40, 6989.00, 7317.80, 6894.00, 7250.00, 7224.85, 7129.19, 90382, 6443.50, 11637, 74732, 82.68
GSPL, EQ, 28-Mar-2019, 178.05, 177.30, 186.95, 176.00, 185.95, 185.15, 178.21, 1822559, 3247.93, 20343, 1641449, 90.06
GSS, EQ, 28-Mar-2019, 115.35, 115.90, 118.50, 115.10, 116.50, 116.40, 116.51, 123695, 144.12, 1190, 74119, 59.92
GTL, BE, 28-Mar-2019, 4.75, 4.70, 4.80, 4.60, 4.75, 4.65, 4.75, 91241, 4.33, 79, -, -
GTLINFRA, EQ, 28-Mar-2019, 0.90, 0.90, 0.95, 0.90, 0.95, 0.90, 0.93, 3599607, 33.65, 634, 2695894, 74.89
GTNIND, EQ, 28-Mar-2019, 9.50, 9.80, 9.80, 9.15, 9.55, 9.55, 9.42, 2086, 0.20, 15, 1314, 62.99
GTNTEX, BE, 28-Mar-2019, 10.20, 10.40, 10.70, 10.25, 10.70, 10.65, 10.67, 4162, 0.44, 13, -, -
GTPL, EQ, 28-Mar-2019, 69.65, 69.00, 70.50, 68.55, 68.60, 68.90, 69.09, 23374, 16.15, 505, 17908, 76.62
GUFICBIO, EQ, 28-Mar-2019, 76.35, 76.65, 79.70, 76.30, 79.45, 78.85, 78.55, 44825, 35.21, 625, 24623, 54.93
GUJALKALI, EQ, 28-Mar-2019, 493.05, 493.00, 508.10, 490.95, 494.20, 493.55, 500.10, 58700, 293.56, 4966, 25881, 44.09
GUJAPOLLO, EQ, 28-Mar-2019, 146.85, 150.05, 150.05, 145.10, 146.00, 147.55, 149.30, 776, 1.16, 41, 685, 88.27
GUJFLUORO, EQ, 28-Mar-2019, 1069.70, 1065.00, 1085.00, 1063.80, 1071.30, 1079.60, 1077.56, 193478, 2084.84, 3838, 168135, 86.90
GUJGASLTD, EQ, 28-Mar-2019, 144.30, 144.30, 145.00, 142.65, 144.50, 144.55, 144.13, 513721, 740.40, 4322, 375232, 73.04
GUJRAFFIA, BE, 28-Mar-2019, 16.25, 15.45, 15.45, 15.45, 15.45, 15.45, 15.45, 49, 0.01, 3, -, -
GULFOILLUB, EQ, 28-Mar-2019, 840.20, 839.95, 844.45, 834.95, 840.00, 838.10, 835.25, 105186, 878.57, 446, 104186, 99.05
GULFPETRO, EQ, 28-Mar-2019, 64.40, 64.00, 65.00, 63.45, 64.80, 64.70, 64.40, 12150, 7.82, 211, 7619, 62.71
GULPOLY, EQ, 28-Mar-2019, 52.80, 52.90, 53.95, 52.60, 53.00, 53.10, 53.12, 18566, 9.86, 272, 12586, 67.79
GVKPIL, EQ, 28-Mar-2019, 8.15, 8.40, 8.45, 7.75, 7.90, 7.80, 7.97, 5169389, 412.13, 3744, 3043713, 58.88
H1190M36RG, MF, 28-Mar-2019, 12.65, 12.60, 12.64, 12.60, 12.63, 12.63, 12.62, 25000, 3.16, 17, 25000, 100.00
HAL, EQ, 28-Mar-2019, 739.65, 740.00, 740.00, 699.35, 722.90, 721.15, 722.78, 35567, 257.07, 2455, 16912, 47.55
HARITASEAT, EQ, 28-Mar-2019, 450.30, 459.00, 459.00, 443.00, 446.40, 449.05, 447.82, 4025, 18.02, 227, 2449, 60.84
HARRMALAYA, EQ, 28-Mar-2019, 70.90, 71.75, 73.45, 70.30, 71.00, 71.05, 71.78, 21147, 15.18, 473, 8642, 40.87
HATHWAY, EQ, 28-Mar-2019, 29.55, 29.05, 30.00, 29.05, 29.55, 29.35, 29.49, 195269, 57.58, 2192, 118238, 60.55
HATSUN, E1, 28-Mar-2019, 438.50, 450.00, 526.00, 450.00, 526.00, 526.00, 453.35, 1127, 5.11, 41, 761, 67.52
HATSUN, EQ, 28-Mar-2019, 710.90, 704.00, 718.35, 704.00, 715.00, 714.45, 710.36, 9142, 64.94, 672, 8170, 89.37
HAVELLS, EQ, 28-Mar-2019, 749.30, 753.00, 765.00, 747.60, 764.60, 760.55, 757.86, 1180707, 8948.08, 18727, 556329, 47.12
HAVISHA, BE, 28-Mar-2019, 1.50, 1.45, 1.45, 1.45, 1.45, 1.45, 1.45, 25289, 0.37, 21, -, -
HBLPOWER, EQ, 28-Mar-2019, 26.25, 26.25, 26.90, 26.15, 26.30, 26.25, 26.43, 142360, 37.62, 2418, 76856, 53.99
HBSL, EQ, 28-Mar-2019, 7.60, 7.30, 7.30, 7.30, 7.30, 7.30, 7.30, 1162, 0.08, 12, 1162, 100.00
HCC, EQ, 28-Mar-2019, 15.25, 15.35, 15.65, 15.00, 15.20, 15.20, 15.29, 7803273, 1193.29, 9250, 4419847, 56.64
HCG, EQ, 28-Mar-2019, 186.25, 184.00, 201.75, 178.00, 200.00, 196.00, 188.78, 71983, 135.89, 2167, 40515, 56.28
HCL-INSYS, EQ, 28-Mar-2019, 18.90, 19.10, 20.05, 19.00, 19.10, 19.20, 19.41, 943540, 183.18, 2431, 502699, 53.28
HCLTECH, EQ, 28-Mar-2019, 1043.15, 1051.40, 1088.35, 1050.00, 1085.00, 1082.90, 1077.27, 4313807, 46471.20, 121444, 2316435, 53.70
HDFC, EQ, 28-Mar-2019, 1919.90, 1917.00, 1950.00, 1912.05, 1942.10, 1944.45, 1942.93, 6370987, 123783.64, 151893, 5177109, 81.26
HDFCAMC, EQ, 28-Mar-2019, 1497.15, 1496.90, 1539.50, 1490.20, 1538.00, 1522.65, 1515.58, 250834, 3801.58, 11192, 181535, 72.37
HDFCBANK, EQ, 28-Mar-2019, 2299.45, 2298.80, 2325.00, 2287.85, 2308.00, 2302.80, 2304.15, 4888582, 112640.13, 149850, 3132999, 64.09
HDFCLIFE, EQ, 28-Mar-2019, 371.70, 371.95, 373.20, 368.10, 370.20, 371.55, 370.87, 1740501, 6454.99, 31401, 1225100, 70.39
HDFCMFGETF, EQ, 28-Mar-2019, 2913.65, 2913.00, 2913.00, 2891.05, 2891.10, 2901.55, 2902.64, 842, 24.44, 143, 541, 64.25
HDFCNIFETF, EQ, 28-Mar-2019, 1190.16, 1197.50, 1200.76, 1192.84, 1200.10, 1200.10, 1197.32, 53, 0.63, 16, 39, 73.58
HDFCSENETF, EQ, 28-Mar-2019, 3995.00, 4000.00, 4001.00, 3911.00, 3950.50, 3950.50, 3967.68, 11, 0.44, 9, 8, 72.73
